"Taxonomy","k","p","c","o","f","g","s","RE-HU_8_SCAT","NE-FL_NA_1_SCAT","PE-PO_11_SCAT","PE-PO_11_R_SCAT","PE-PO_26_SCAT","RE-HU_8_SWAB","NE-FL_NA_1_SWAB","PE-PO_11_SWAB","PE-PO_11_R_SWAB","PE-PO_26_SWAB"
"k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Penicillium;s__vasconiae","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium","vasconiae",0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Penicillium;s__viticola","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium","viticola",0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Penicillium;s__wotroi","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium","wotroi",0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Xeromyces;s__bisporus","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Xeromyces","bisporus",0,0,0,113,0,47,0,0,740,2541
"k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Elaphomycetaceae;g__NA;s__NA","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Elaphomycetaceae",NA,NA,0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__NA;g__NA;s__NA","Fungi","Ascomycota","Eurotiomycetes","Eurotiales",NA,NA,NA,0,0,0,0,0,19,0,0,0,0
"k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Thermoascaceae;g__Paecilomyces;s__xylariiformis","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Thermoascaceae","Paecilomyces","xylariiformis",0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Thermoascaceae;g__Thermoascus;s__crustaceus","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Thermoascaceae","Thermoascus","crustaceus",0,0,0,0,0,32,0,0,0,0
"k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__NA;s__NA","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae",NA,NA,0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__Rasamsonia;s__brevistipitata","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Rasamsonia","brevistipitata",0,0,0,0,28,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__Rasamsonia;s__cylindrospora-emersonii","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Rasamsonia","cylindrospora-emersonii",0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__Sagenomella;s__diversispora","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Sagenomella","diversispora",0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__Sagenomella;s__oligospora","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Sagenomella","oligospora",0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__Talaromyces;s__NA","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Talaromyces",NA,0,0,287,1041,0,0,0,119,0,0
"k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__Talaromyces;s__aculeatus","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Talaromyces","aculeatus",0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__Talaromyces;s__aculeatus-calidicanius-thailandensis","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Talaromyces","aculeatus-calidicanius-thailandensis",0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__Talaromyces;s__albobiverticillius-purpureogenus","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Talaromyces","albobiverticillius-purpureogenus",0,50,0,0,0,0,156,0,0,0
"k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__Talaromyces;s__albobiverticillius-purpureogenus-solicola","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Talaromyces","albobiverticillius-purpureogenus-solicola",0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__Talaromyces;s__amestolkiae-funiculosus-purpureogenus","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Talaromyces","amestolkiae-funiculosus-purpureogenus",0,0,11,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__Talaromyces;s__assiutensis-trachyspermus","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Talaromyces","assiutensis-trachyspermus",0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__Talaromyces;s__atricola","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Talaromyces","atricola",0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__Talaromyces;s__atroroseus-purpureogenus","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Talaromyces","atroroseus-purpureogenus",0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__Talaromyces;s__aurantiacus","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Talaromyces","aurantiacus",0,0,21,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__Talaromyces;s__australis-siamensis-verruculosus","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Talaromyces","australis-siamensis-verruculosus",0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__Talaromyces;s__bacillisporus","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Talaromyces","bacillisporus",0,0,0,0,0,0,16,0,0,0
"k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__Talaromyces;s__cecidicola","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Talaromyces","cecidicola",0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__Talaromyces;s__chlorolomus","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Talaromyces","chlorolomus",0,0,52,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__Talaromyces;s__derxii-xishaensis","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Talaromyces","derxii-xishaensis",0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__Talaromyces;s__diversus","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Talaromyces","diversus",0,158,0,43,0,0,306,0,0,0
"k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__Talaromyces;s__flavus-funiculosus-purpureogenus","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Talaromyces","flavus-funiculosus-purpureogenus",0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__Talaromyces;s__funiculosus","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Talaromyces","funiculosus",0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__Talaromyces;s__funiculosus-stollii","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Talaromyces","funiculosus-stollii",0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__Talaromyces;s__helicus","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Talaromyces","helicus",0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__Talaromyces;s__intermedius-kendrickii","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Talaromyces","intermedius-kendrickii",0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__Talaromyces;s__minioluteus","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Talaromyces","minioluteus",0,16,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__Talaromyces;s__minioluteus-ptychoconidium","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Talaromyces","minioluteus-ptychoconidium",0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__Talaromyces;s__neofusisporus","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Talaromyces","neofusisporus",0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__Talaromyces;s__phialosporus-rotundus","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Talaromyces","phialosporus-rotundus",0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__Talaromyces;s__phialosporus-rotundus-scorteus","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Talaromyces","phialosporus-rotundus-scorteus",0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__Talaromyces;s__pinophilus","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Talaromyces","pinophilus",0,0,42,13,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__Talaromyces;s__proteolyticus","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Talaromyces","proteolyticus",0,0,0,0,0,0,21,0,0,0
"k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__Talaromyces;s__ptychoconidium","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Talaromyces","ptychoconidium",0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__Talaromyces;s__purpureus","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Talaromyces","purpureus",0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__Talaromyces;s__rademirici","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Talaromyces","rademirici",0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__Talaromyces;s__radicus","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Talaromyces","radicus",0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__Talaromyces;s__radicus-sublevisporus-wortmannii","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Talaromyces","radicus-sublevisporus-wortmannii",0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__Talaromyces;s__ruber","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Talaromyces","ruber",0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__Talaromyces;s__rugulosus","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Talaromyces","rugulosus",0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__Talaromyces;s__ryukyuensis","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Talaromyces","ryukyuensis",0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__Talaromyces;s__solicola","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Talaromyces","solicola",0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__Talaromyces;s__subaurantiacus","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Talaromyces","subaurantiacus",0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__Talaromyces;s__subinflatus","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Talaromyces","subinflatus",0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__Talaromyces;s__verruculosus","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Talaromyces","verruculosus",0,0,14,1025,0,48,0,0,127,0
"k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__Talaromyces;s__wortmannii","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Talaromyces","wortmannii",0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__Thermomyces;s__dupontii","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Thermomyces","dupontii",0,0,0,0,0,0,0,0,0,12
"k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__Thermomyces;s__lanuginosus","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Thermomyces","lanuginosus",0,0,0,0,0,52,0,0,41,0
"k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__Xerochrysium;s__dermatitidis","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Xerochrysium","dermatitidis",0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__Xerochrysium;s__xerophilum","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Xerochrysium","xerophilum",0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__NA;f__NA;g__NA;s__NA","Fungi","Ascomycota","Eurotiomycetes",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Onygenales;f__Arachnomycetaceae;g__Arachnomyces;s__nodosetosus","Fungi","Ascomycota","Eurotiomycetes","Onygenales","Arachnomycetaceae","Arachnomyces","nodosetosus",0,0,24,0,0,28,0,0,35,60
"k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Onygenales;f__Arachnomycetaceae;g__Onychocola;s__sclerotica","Fungi","Ascomycota","Eurotiomycetes","Onygenales","Arachnomycetaceae","Onychocola","sclerotica",0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Onygenales;f__Arthrodermataceae;g__Arthroderma;s__curreyi","Fungi","Ascomycota","Eurotiomycetes","Onygenales","Arthrodermataceae","Arthroderma","curreyi",0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Onygenales;f__Arthrodermataceae;g__Arthroderma;s__insingulare","Fungi","Ascomycota","Eurotiomycetes","Onygenales","Arthrodermataceae","Arthroderma","insingulare",0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Onygenales;f__Arthrodermataceae;g__Arthroderma;s__lenticulare","Fungi","Ascomycota","Eurotiomycetes","Onygenales","Arthrodermataceae","Arthroderma","lenticulare",0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Onygenales;f__Arthrodermataceae;g__Arthroderma;s__thuringiense","Fungi","Ascomycota","Eurotiomycetes","Onygenales","Arthrodermataceae","Arthroderma","thuringiense",0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Onygenales;f__Arthrodermataceae;g__Paraphyton;s__mirabile","Fungi","Ascomycota","Eurotiomycetes","Onygenales","Arthrodermataceae","Paraphyton","mirabile",0,49,0,0,0,0,67,0,0,0
"k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Onygenales;f__Arthrodermataceae;g__Trichophyton;s__benhamiae","Fungi","Ascomycota","Eurotiomycetes","Onygenales","Arthrodermataceae","Trichophyton","benhamiae",0,0,591,1232,0,0,0,723,3339,0
"k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Onygenales;f__Eremascaceae;g__NA;s__pinicola","Fungi","Ascomycota","Eurotiomycetes","Onygenales","Eremascaceae",NA,"pinicola",0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Onygenales;f__Gymnoascaceae;g__NA;s__NA","Fungi","Ascomycota","Eurotiomycetes","Onygenales","Gymnoascaceae",NA,NA,0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Onygenales;f__NA;g__Chrysosporium;s__pseudomerdarium","Fungi","Ascomycota","Eurotiomycetes","Onygenales",NA,"Chrysosporium","pseudomerdarium",0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Onygenales;f__NA;g__Malbranchea;s__flocciformis","Fungi","Ascomycota","Eurotiomycetes","Onygenales",NA,"Malbranchea","flocciformis",0,0,0,0,0,38,0,0,0,112
"k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Onygenales;f__NA;g__Myriodontium;s__keratinophilum","Fungi","Ascomycota","Eurotiomycetes","Onygenales",NA,"Myriodontium","keratinophilum",0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Onygenales;f__NA;g__NA;s__hispanica","Fungi","Ascomycota","Eurotiomycetes","Onygenales",NA,NA,"hispanica",0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Onygenales;f__NA;g__Spiromastix;s__NA","Fungi","Ascomycota","Eurotiomycetes","Onygenales",NA,"Spiromastix",NA,0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Onygenales;f__Onygenaceae;g__Aphanoascus;s__foetidus","Fungi","Ascomycota","Eurotiomycetes","Onygenales","Onygenaceae","Aphanoascus","foetidus",0,1057,0,31,0,0,33506,302,0,107
"k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Onygenales;f__Onygenaceae;g__Ascocalvatia;s__alveolata","Fungi","Ascomycota","Eurotiomycetes","Onygenales","Onygenaceae","Ascocalvatia","alveolata",0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Phaeomoniellales;f__Phaeomoniellaceae;g__Aequabiliella;s__effusa","Fungi","Ascomycota","Eurotiomycetes","Phaeomoniellales","Phaeomoniellaceae","Aequabiliella","effusa",0,0,35,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Sclerococcales;f__Dactylosporaceae;g__Rhopalophora;s__clavispora","Fungi","Ascomycota","Eurotiomycetes","Sclerococcales","Dactylosporaceae","Rhopalophora","clavispora",0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Laboulbeniomycetes;o__Pyxidiophorales;f__Pyxidiophoraceae;g__Pyxidiophora;s__arvernensis","Fungi","Ascomycota","Laboulbeniomycetes","Pyxidiophorales","Pyxidiophoraceae","Pyxidiophora","arvernensis",0,0,0,0,0,14,0,0,144,0
"k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Acarosporales;f__Acarosporaceae;g__Sarcogyne;s__distinguenda-regularis","Fungi","Ascomycota","Lecanoromycetes","Acarosporales","Acarosporaceae","Sarcogyne","distinguenda-regularis",0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Caliciales;f__Caliciaceae;g__Pyxine;s__subcinerea","Fungi","Ascomycota","Lecanoromycetes","Caliciales","Caliciaceae","Pyxine","subcinerea",0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Caliciales;f__Physciaceae;g__Phaeophyscia;s__adiastola","Fungi","Ascomycota","Lecanoromycetes","Caliciales","Physciaceae","Phaeophyscia","adiastola",0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Caliciales;f__Physciaceae;g__Phaeophyscia;s__adiastola-denigrata","Fungi","Ascomycota","Lecanoromycetes","Caliciales","Physciaceae","Phaeophyscia","adiastola-denigrata",0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Caliciales;f__Physciaceae;g__Phaeophyscia;s__poeltii","Fungi","Ascomycota","Lecanoromycetes","Caliciales","Physciaceae","Phaeophyscia","poeltii",0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Caliciales;f__Physciaceae;g__Physcia;s__NA","Fungi","Ascomycota","Lecanoromycetes","Caliciales","Physciaceae","Physcia",NA,0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Caliciales;f__Physciaceae;g__Rinodina;s__mniaroeiza","Fungi","Ascomycota","Lecanoromycetes","Caliciales","Physciaceae","Rinodina","mniaroeiza",0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Lecanorales;f__Lecanoraceae;g__Lecanora;s__compallens","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Lecanoraceae","Lecanora","compallens",0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Lecanorales;f__Lecanoraceae;g__Lecidella;s__albida","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Lecanoraceae","Lecidella","albida",0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Lecanorales;f__Parmeliaceae;g__Canoparmelia;s__texana","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","Canoparmelia","texana",0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Lecanorales;f__Parmeliaceae;g__Parmotrema;s__austrosinense","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","Parmotrema","austrosinense",0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Lecanorales;f__Parmeliaceae;g__Punctelia;s__rudecta","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","Punctelia","rudecta",0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__NA;f__NA;g__NA;s__NA","Fungi","Ascomycota","Lecanoromycetes",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Ostropales;f__NA;g__Mulderomyces;s__natalis","Fungi","Ascomycota","Lecanoromycetes","Ostropales",NA,"Mulderomyces","natalis",0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Ostropales;f__NA;g__NA;s__NA","Fungi","Ascomycota","Lecanoromycetes","Ostropales",NA,NA,NA,0,0,0,0,0,0,41,0,0,0
"k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Ostropales;f__Stictidaceae;g__Cryptodiscus;s__NA","Fungi","Ascomycota","Lecanoromycetes","Ostropales","Stictidaceae","Cryptodiscus",NA,0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Ostropales;f__Stictidaceae;g__Cyanodermella;s__viridula","Fungi","Ascomycota","Lecanoromycetes","Ostropales","Stictidaceae","Cyanodermella","viridula",0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Ostropales;f__Stictidaceae;g__NA;s__NA","Fungi","Ascomycota","Lecanoromycetes","Ostropales","Stictidaceae",NA,NA,0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Ostropales;f__Stictidaceae;g__Stictis;s__NA","Fungi","Ascomycota","Lecanoromycetes","Ostropales","Stictidaceae","Stictis",NA,0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Ostropales;f__Stictidaceae;g__Stictis;s__radiata","Fungi","Ascomycota","Lecanoromycetes","Ostropales","Stictidaceae","Stictis","radiata",0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Teloschistales;f__NA;g__NA;s__NA","Fungi","Ascomycota","Lecanoromycetes","Teloschistales",NA,NA,NA,0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Erysiphales;f__Erysiphaceae;g__Erysiphe;s__NA","Fungi","Ascomycota","Leotiomycetes","Erysiphales","Erysiphaceae","Erysiphe",NA,0,0,0,0,0,0,0,0,0,0
